fold,epoch,train_loss,val_loss,accuracy,precision,recall,f1_score
1,1,1.3046965923283127,0.9479608380276224,0.6327022375215147,0.6238326558256051,0.5844204811914016,0.5838334081353035
1,2,0.8784627364231989,0.8542127194611923,0.680895008605852,0.6597174049986507,0.6377833832791601,0.6365497462157531
1,3,0.7707079907695016,0.8327762951021609,0.6939759036144578,0.6769486841963454,0.661006630725701,0.662278702767683
1,4,0.6966718384525278,0.8530032271924226,0.6826161790017212,0.6528065916542511,0.6518850592828125,0.6451327911842237
1,5,0.635083040857053,0.8294815524764683,0.6943201376936317,0.6778816313217639,0.6625406540615942,0.6650527312062547
2,1,0.6123057780685005,0.5844918385795925,0.7913223140495868,0.7858454705542596,0.7658762796478149,0.770139937332686
2,2,0.5143848208935706,0.561249122671459,0.7885674931129476,0.7662435520417743,0.765373982467114,0.76190130947756
2,3,0.4316127360030845,0.6376677544220634,0.7799586776859504,0.7608417933475765,0.7547098981550745,0.7531945452769668
2,4,0.3612794083553356,0.6528921593790469,0.7823691460055097,0.7596102339937346,0.7578242119904413,0.7578154896979785
2,5,0.31454947738202066,0.7534792734229047,0.7465564738292011,0.7232341715103046,0.7198378375610645,0.7159841769280118
3,1,0.33264104448832,0.28432953098545904,0.8929063360881543,0.8816720849756834,0.8810379917913462,0.8790522610351845
3,2,0.2535995304748252,0.29738152545431384,0.8946280991735537,0.8860608581189487,0.8800774829699409,0.8823181173600654
3,3,0.21348546621399922,0.40413850157157233,0.8650137741046832,0.853707550485354,0.8565016425026861,0.849070237127541
3,4,0.18230288181003634,0.38937579419301904,0.8632920110192838,0.8491726181608226,0.8477202446608239,0.8470211453859089
3,5,0.16731937753630208,0.441084834544555,0.8502066115702479,0.8378259187917997,0.8375289811696981,0.8345425154397164
4,1,0.20317690348723433,0.19024092250544092,0.9325068870523416,0.9287287789423005,0.923509991363137,0.9247632756673845
4,2,0.1521323035460907,0.21786346772442694,0.925275482093664,0.9196039819215215,0.9176635215578571,0.9169686640398026
4,3,0.14363358411323893,0.23964787274599075,0.918732782369146,0.9178642782948739,0.9111945252119823,0.9131493215547537
4,4,0.13381542005463615,0.27456219947856403,0.9087465564738292,0.9031640782100567,0.8979465215250546,0.8980981987951151
4,5,0.12288212546935448,0.30436016554417816,0.900137741046832,0.8944900197410284,0.8895993513921983,0.8892232588013469
5,1,0.1451725229047812,0.13259282416623572,0.9476584022038568,0.942955098112358,0.9466683259904107,0.9434917963836817
5,2,0.1316058804577851,0.10589937428417413,0.9603994490358126,0.9556940724614941,0.9558994128804903,0.9556478768912547
5,3,0.10129583403877504,0.14875083432897276,0.9483471074380165,0.9445460517060169,0.9402927522253277,0.9418872812004275
5,4,0.10976671953532068,0.17326581996420157,0.9376721763085399,0.9313183460215126,0.9302614925787247,0.9301133705850495
5,5,0.11182674379753214,0.21569632771222488,0.9221763085399449,0.9171816499575809,0.9157245435643255,0.9151369451802245
6,1,0.12235759998988974,0.10447841672145802,0.9614325068870524,0.9571800238561758,0.957645491372752,0.9572177642057103
6,2,0.09510090488653916,0.1275364397012669,0.9552341597796143,0.9526832114223776,0.9492127124097176,0.9506221943369447
6,3,0.09073404568646636,0.16263004036053366,0.946625344352617,0.9445505850250785,0.9396390405371517,0.9414204973925849
6,4,0.09060125189557017,0.1715480260874914,0.9452479338842975,0.940910007261961,0.9374383578007599,0.938804948769322
6,5,0.0901614180766046,0.19610579311847687,0.9383608815426997,0.9326463171123565,0.9320553954483657,0.9317396583700238
7,1,0.10490597083980402,0.10797415851898816,0.9621212121212122,0.9583302330007092,0.9584312632924147,0.957996224017579
7,2,0.08536976953497627,0.10046609118580818,0.9669421487603306,0.9640355800348195,0.9653611610251542,0.9645562863558832
7,3,0.0893003567643873,0.11950903175317723,0.9586776859504132,0.9576862376274415,0.9523380115701775,0.9540599953571497
7,4,0.08402639276419695,0.10670727507575699,0.9655647382920111,0.9632146835566929,0.9608829906635334,0.9618433872155375
7,5,0.07411966221611742,0.15060472682766293,0.9555785123966942,0.9530196938666878,0.9498352579855065,0.9510463852873872
8,1,0.09257154138042377,0.09944462164750566,0.9676308539944903,0.9625244458342536,0.9642673594090717,0.9631425997996239
8,2,0.08199212362396192,0.10439677512192208,0.9631542699724518,0.9613122604803257,0.9581682536011695,0.959303443309498
8,3,0.07226510317279743,0.1397420038347659,0.9548898071625345,0.9504655606523942,0.9486219267539625,0.9491653402666342
8,4,0.07988344045396853,0.12443924128361371,0.9538567493112947,0.9529547630270495,0.9464300830136949,0.9489606452466353
8,5,0.07325689495121548,0.1436183332749035,0.9517906336088154,0.9500647399321632,0.9455599193434874,0.9472446649620074
9,1,0.08784299735286898,0.08602465899742168,0.9683195592286501,0.9653663354721002,0.965013491799366,0.9649022471229454
9,2,0.07269843870896724,0.10188127049933308,0.9665977961432507,0.9635278627818042,0.9617120400115323,0.9623163823707874
9,3,0.07525267647476969,0.1078133636518665,0.9603994490358126,0.955782381089935,0.9578589554619101,0.9564868071943324
9,4,0.07013219700880595,0.11251147318145503,0.9607438016528925,0.9563765402009964,0.9556825835554833,0.9557229036437764
9,5,0.07171457709110045,0.11562176988176677,0.9614325068870524,0.9580627415789662,0.9562044923163626,0.956990227617611
